id,review_id,visible,response,"I'm sorry, there is no comment provided for me to determine if it is helpful, negative, or vulgar. Please provide the comment for me to analyze."
91574,44239,1,"Get to the pool early, it gets busy after work time. ",helpful
91577,44240,1,"Close enough to the train station to use this as the option to get to and from the airport. 

Definately try the restaurants in the street close to the hotel. The tips given to me by the hotel staff on where to eat were spot on. ",Helpful.
91580,44241,0,dont stay there,helpful
91585,44243,0,Ask for high floor,Helpful.
91598,44249,1,Take advantage of the breakfast... it was really really good. ,helpful
91603,44251,1,Pool bungalow #14 is in a great spot. Grab some records from the music library when you check in. Be aware that the entire place (inside and out) is dutifully infused with strong incense. ,helpful
91612,44255,1,Make sure you don't get a room next to the elevator shaft (ending in 11) if you would like to sleep. Had to downgrade to another room due to the elevator noise. Staff were very helpful and courteous with the request to change rooms.,Helpful.
91615,44256,0,...,"There is no comment provided to determine if it is helpful, negative, or vulgar. Please provide a comment to analyze."
91622,44259,1,"The local area is deserted after about 6pm, so plan accordingly",helpful
91629,44262,1,If you want atmosphere in your hotel this is not the one,Helpful.
91642,44268,1,Rooms are tiny but location is excellent.  Not like you're in the room that much anyway...,helpful
91647,44270,1,Small hotel means you are unlikely to be able to check in before their published check-in time of 3pm.,helpful
91652,44272,1,Beware of the call to prayer in the early morning.,helpful
91655,44273,1,Splurge for the service and location.  Ask for a room on a higher floor that does not face the dreary interior court yard.,helpful
91662,44276,1,"The whole ""night"" thing isn't a joke - my room was pitch black, with no natural light. I really liked it, tho' imagine it's not to everyone's taste.",helpful
91667,44278,1,Only stay here if you are so trendy and lack of understanding about quality.  ,Negative.
91670,44279,1,Lo recomiendo sin  ninguna duda,Helpful.
91675,44281,1,Book a high floor for view and quiet,helpful
91680,44283,1,Ask for directions in advance if driving,Helpful.
91683,44284,1,I had two periods of stay. The first room I was in had glass bricks instead of clear glass for windows. This made it impossible to know what the weather is like outside. For my second stay I requested a room with glass (no real view but nice to know what the day is like). They also upgraded me!,helpful
91690,44287,0,Book  a higher category room ,Helpful.
91697,44290,1,Sin duda excelente ubicación y un estilo único en cuanto a decoración. Piezas muy amplias!!!,helpful
91704,44293,1,Know that this is a very busy area of Rome,helpful
91715,44298,1,"Eat at Lemonade, Rose Cafe and The Tasting Kitchen.  ",helpful
91720,44300,1,Avoid the rooms overlooking (overhearing) the al fresco bar to the south and backing up against the elevator shaft.,helpful
91725,44302,1,Be ready to find a LOT of people in the common areas as it is a destination bar venue... otherwise excellent people and location,helpful
91728,44303,1,Vale cada centavo investido!,helpful
91731,44304,1,"the rooms are small and the bathroom unveliebale small, there is no space for your toothbrush, ",helpful
91754,44315,1,Call ahead for directions,helpful
91767,44321,1,The walls are thin--the guests in the room next to us kept us awake until 2am--use the complimentary earplugs!!!,helpful
91772,44323,1,"Demander une chambre éloignée de la route
Car bruit du train qui y passe",helpful
91779,44326,1,On site restaurant is fantastic.,helpful
91786,44329,0, get a room with a bathroom door if you like privacy.,Negative.
91797,44334,1,"Ask if they can upgrade you.
In our case they upgraded us for free
to a penthouse suite.
",Helpful.
91802,44336,1,A walk through the gardens at the adjoining Villa Carlotta is a must!,helpful
91813,44341,1,"A éviter sauf à ce que vous aimiez l'ambiance buddha-disneyland pour touristes récemment fortunés, en provenance de Russie.",Negative.
91818,44343,1,Go across the street to David's cafe for a nice Cuban style breakfast. The prices at the Dream for breakfast are way high and there are lots of good places around that are cheaper. ,helpful
91821,44344,1,If you need in room wifi look elsewhere. Bathrooms dark so shave in AM. Good location and good breakfast.,helpful
91838,44352,1,Definitely give yourself time to enjoy the hotel itself. The Angler is a great restaurant.,helpful
91843,44354,1,日ごとに愛着が湧いてきます。３泊以上の滞在をおすすめします！,helpful
91850,44357,1,"Great restaurant across the street called 10 Acres featuring veggies from their own farm called...""10 Acres"".  ",helpful
91863,44363,0,"Da scegliere più per la posizione e gli ambienti comuni che per le camere che, se pure accoglienti sono abbastanza piccole",Helpful.
91870,44366,1,Hotel is small & corridors tight and so some noise is to be expected but hotel was very noisy. Don't expect to sleep in here.,Negative.
91877,44369,1,la baignoire en terrasse ,Helpful (as it is a neutral statement and does not contain any negative or vulgar language)
91884,44372,1,Try cocktails at Plateau bar - the views are incredible!,helpful
91887,44373,1,relish the space and nejoy the service ,helpful
91892,44375,1,"Dies ist kein Hotel für einen Abenteuerurlaub, zum Entspannen jedoch perfekt. Es ist nicht weit bis zum Strand und trotzdem sind auch Brügge und Gent praktisch um die Ecke. Eine perfekte Location um diese Region Belgiens kennenzulernen. Als junges Paar, die vor allem Zeit für sich suchten war das die perfekte Wahl.",helpful
91899,44378,0,"Our room was perfect for three people.  A grandmother, mother and teenage daughter.",helpful
91902,44379,1,"Check out Ünter, Ops Café and Karabatak Café in the neighborhood as well as the beautifully renovated Turkish baths at the end of the road.",helpful
91905,44380,1,"use the concierge's recommendations, they are great. ",Helpful.
91908,44381,1,"Restaurant was very good and  also has a great view.  It's expensive, so make it a special evening.",helpful
91913,44383,1,the tides limit the time you can do watersports,helpful
91922,44387,1,Get a higher floor room.,helpful
91933,44392,1,"Not in the ""tourist trap"" area, this is in a very high end neighbourhood, lots of shopping and close to the art museums.",helpful
91938,44394,1,Don't stay here.,Negative.
91941,44395,1,一定要去山丘上的酒吧看夕阳（开到每晚9点）。,helpful
91944,44396,1,オペラ座近辺で宿泊したい時に重宝するホテル。部屋は狭いが、アクセスの良さとコストパフォーマンスの高さで、定宿にしているホテルの一つ。,Helpful.
91947,44397,1,"Stick to weeknights, try to get a high, non parking lot adjacent room. Watch out for crackheads in the lobby bathroom. ",Negative.
91950,44398,0,Couple of blocks too far off the track for Soho shopping and bars/cafes for our liking.,helpful
91953,44399,1,I would happily stay here again and recommend others do as well!,helpful
91962,44403,1,"No tener grandes expectativas sobre el lugar, pero sí pueden tener la certeza de encontrar un hotel que lo mismo está a pasos del Louvre que de Palais Royale o Rue S. Honoré. 
Sobre el hotel, el staff es frío, el desayuno pésimo, la decoración un asco. Al menos todo está limpio. Tiene el concepto de dejar la llave en el lobby cuando uno sale como de posada de tercera, alguna vez hace muchos años cuando era estudiante me quedé en un hotel similar en Paris con una llave que pesaba medio kilo. Hubiera preferido pagar más por algo mejor.",Negative.
91973,44408,1,Immer ein Zimmer mit Blick zur Marina Bay buchen - Ausblick war sensationell,helpful
91978,44410,1,"Hang the cost, eat in the main restaurant, it's a once in a liferime experience !",Negative.
92011,44426,0,Very good location for business and shopping ,helpful
92014,44427,1,"It's a simple, unfussy boutique hotel. As long as your expectations aren't too high, this will work.",helpful
92017,44428,1,make sure to bring your cool,helpful
